Payment Mode,Quarter,State,Total Amount,Total Transactions count,Year
Peer-to-peer payments,3,uttar-pradesh,95134023863.97963,26990786.0,2019
Recharge & bill payments,3,uttar-pradesh,8000160942.595397,20359672.0,2019
Merchant payments,3,uttar-pradesh,7399443975.24218,19625935.0,2019
Financial Services,3,uttar-pradesh,51363215.14597865,258548.0,2019
Others,3,uttar-pradesh,683145478.0865316,1389018.0,2019
Peer-to-peer payments,4,uttar-pradesh,126564888408.1326,40540310.0,2019
Recharge & bill payments,4,uttar-pradesh,9082140369.774977,24299776.0,2019
Merchant payments,4,uttar-pradesh,9412924984.9687,20582052.0,2019
Financial Services,4,uttar-pradesh,45686806.830938116,242936.0,2019
Others,4,uttar-pradesh,433285937.588854,1239931.0,2019
Peer-to-peer payments,1,uttar-pradesh,147734706846.5617,39581157.0,2020
Recharge & bill payments,1,uttar-pradesh,11168417430.65222,29777603.0,2020
Merchant payments,1,uttar-pradesh,13072371616.871721,26741638.0,2020
Financial Services,1,uttar-pradesh,64365117.40935904,139990.0,2020
Others,1,uttar-pradesh,376573949.20359,998744.0,2020
Recharge & bill payments,2,uttar-pradesh,14668026056.36812,42229417.0,2020
Peer-to-peer payments,2,uttar-pradesh,150079524408.8693,39434202.0,2020
Merchant payments,2,uttar-pradesh,13655151082.57472,18625913.0,2020
Financial Services,2,uttar-pradesh,131930242.90371712,150360.0,2020
Others,2,uttar-pradesh,209384339.5723213,412073.0,2020
Peer-to-peer payments,3,uttar-pradesh,207530912756.7304,54449911.0,2020
Recharge & bill payments,3,uttar-pradesh,16437365640.853413,37465163.0,2020
Merchant payments,3,uttar-pradesh,24224433240.83624,34697942.0,2020
Financial Services,3,uttar-pradesh,194129227.54374272,206210.0,2020
Others,3,uttar-pradesh,303114557.0989778,586033.0,2020
Peer-to-peer payments,4,uttar-pradesh,294401153346.7633,75433782.0,2020
Merchant payments,4,uttar-pradesh,44438824680.67094,61922138.0,2020
Recharge & bill payments,4,uttar-pradesh,17793973968.76192,39570153.0,2020
Financial Services,4,uttar-pradesh,255803306.13741982,246868.0,2020
Others,4,uttar-pradesh,539071475.9342327,994576.0,2020
Peer-to-peer payments,1,uttar-pradesh,321609613378.6789,85539321.0,2021
Merchant payments,1,uttar-pradesh,55362244381.43686,78873969.0,2021
Recharge & bill payments,1,uttar-pradesh,18563189222.328213,38981894.0,2021
Financial Services,1,uttar-pradesh,266104783.74495733,250656.0,2021
Others,1,uttar-pradesh,486435811.37712044,853707.0,2021
Peer-to-peer payments,2,uttar-pradesh,388761820128.4563,102927942.0,2021
Merchant payments,2,uttar-pradesh,70351401159.78787,84860582.0,2021
Recharge & bill payments,2,uttar-pradesh,22266927128.754078,53030710.0,2021
Financial Services,2,uttar-pradesh,266853066.8296254,270944.0,2021
Others,2,uttar-pradesh,525487682.5584012,858953.0,2021
Peer-to-peer payments,3,uttar-pradesh,440726915882.17084,127945827.0,2021
Merchant payments,3,uttar-pradesh,91089049637.02377,126699830.0,2021
Recharge & bill payments,3,uttar-pradesh,24348150109.63599,50414232.0,2021
Financial Services,3,uttar-pradesh,292009129.0296748,253418.0,2021
Others,3,uttar-pradesh,624716522.074541,1230077.0,2021
Merchant payments,4,uttar-pradesh,142889329646.0546,183966052.0,2021
Peer-to-peer payments,4,uttar-pradesh,600973581946.6771,167503176.0,2021
Recharge & bill payments,4,uttar-pradesh,28812549097.65689,52863531.0,2021
Financial Services,4,uttar-pradesh,386356976.48969895,353219.0,2021
Others,4,uttar-pradesh,829152405.3448995,1471954.0,2021
Merchant payments,1,uttar-pradesh,165543931419.27042,221556930.0,2022
Peer-to-peer payments,1,uttar-pradesh,684758883172.6667,195592648.0,2022
Recharge & bill payments,1,uttar-pradesh,31683813998.38605,54873261.0,2022
Financial Services,1,uttar-pradesh,386218170.5981607,358499.0,2022
Others,1,uttar-pradesh,750327356.10464,1571908.0,2022
Merchant payments,2,uttar-pradesh,216176289528.4325,298721048.0,2022
Peer-to-peer payments,2,uttar-pradesh,812579156783.274,232444860.0,2022
Recharge & bill payments,2,uttar-pradesh,37867966758.88997,62659780.0,2022
Financial Services,2,uttar-pradesh,285646084.32585233,268349.0,2022
Others,2,uttar-pradesh,606123265.0864555,1204739.0,2022
Merchant payments,3,uttar-pradesh,232005905549.1372,361972506.0,2022
Peer-to-peer payments,3,uttar-pradesh,844564255684.5037,267205027.0,2022
Recharge & bill payments,3,uttar-pradesh,43854148172.58542,72984811.0,2022
Financial Services,3,uttar-pradesh,344330142.1388885,367887.0,2022
Others,3,uttar-pradesh,601411350.4106325,1058841.0,2022
Merchant payments,4,uttar-pradesh,296781967366.6535,439247166.0,2022
Peer-to-peer payments,4,uttar-pradesh,1030345562935.882,317613698.0,2022
Recharge & bill payments,4,uttar-pradesh,48159073834.942955,78025017.0,2022
Financial Services,4,uttar-pradesh,430212917.2764113,418329.0,2022
Others,4,uttar-pradesh,661985014.7568951,1064861.0,2022
Recharge & bill payments,1,uttarakhand,124377517.3349145,730428.0,2018
Peer-to-peer payments,1,uttarakhand,1296603346.334598,399545.0,2018
Merchant payments,1,uttarakhand,39372913.10424411,35382.0,2018
Financial Services,1,uttarakhand,5637758.5563494945,27761.0,2018
Others,1,uttarakhand,42553823.19378027,53569.0,2018
Recharge & bill payments,2,uttarakhand,193802092.8234874,946332.0,2018
Peer-to-peer payments,2,uttarakhand,2358941864.768211,620490.0,2018
Merchant payments,2,uttarakhand,66946005.758901335,60494.0,2018
Financial Services,2,uttarakhand,7913276.778501136,29919.0,2018
Others,2,uttarakhand,52152138.421940185,46887.0,2018
Peer-to-peer payments,3,uttarakhand,3356030294.930648,1049725.0,2018
Recharge & bill payments,3,uttarakhand,239244556.7664653,1004356.0,2018
Merchant payments,3,uttarakhand,84447374.86583523,112342.0,2018
Financial Services,3,uttarakhand,4334709.909645849,22792.0,2018
Others,3,uttarakhand,42516103.38590273,39917.0,2018
Peer-to-peer payments,4,uttarakhand,5072621132.34355,1556731.0,2018
Recharge & bill payments,4,uttarakhand,292877734.3379558,1252124.0,2018
Merchant payments,4,uttarakhand,228453045.85460952,289733.0,2018
Financial Services,4,uttarakhand,6035161.098892693,29916.0,2018
Others,4,uttarakhand,54285064.328889735,50257.0,2018
Peer-to-peer payments,1,uttarakhand,6512361464.496071,3499130.0,2019
Recharge & bill payments,1,uttarakhand,394631055.6931843,1590269.0,2019
Merchant payments,1,uttarakhand,226281078.76994142,372290.0,2019
Financial Services,1,uttarakhand,3951610.30495379,28784.0,2019
Others,1,uttarakhand,46303966.00979781,55528.0,2019
Peer-to-peer payments,2,uttarakhand,7752954670.580209,2383662.0,2019
Recharge & bill payments,2,uttarakhand,454962951.9136597,1616176.0,2019
Merchant payments,2,uttarakhand,323876953.4104364,721858.0,2019
Financial Services,2,uttarakhand,2550386.4774141517,21852.0,2019
Others,2,uttarakhand,54187888.53677146,69727.0,2019
Peer-to-peer payments,3,uttarakhand,8512622076.436332,2313544.0,2019
Recharge & bill payments,3,uttarakhand,683772296.9748493,2201606.0,2019
Merchant payments,3,uttarakhand,480794827.1193007,1121052.0,2019
Financial Services,3,uttarakhand,4570326.192004257,12119.0,2019
Others,3,uttarakhand,47272543.29483966,62155.0,2019
Peer-to-peer payments,4,uttarakhand,11020339546.60495,3210116.0,2019
Recharge & bill payments,4,uttarakhand,817728111.4576316,2547173.0,2019
Merchant payments,4,uttarakhand,701746516.8731368,1542944.0,2019
Financial Services,4,uttarakhand,3555524.3767221333,11585.0,2019
Others,4,uttarakhand,30336605.838333588,50298.0,2019
Peer-to-peer payments,1,uttarakhand,13999676596.86588,3792776.0,2020
Recharge & bill payments,1,uttarakhand,1028598924.445406,2990764.0,2020
Merchant payments,1,uttarakhand,1094245197.235664,2289657.0,2020
Financial Services,1,uttarakhand,8180881.808693047,10246.0,2020
Others,1,uttarakhand,27378658.63192141,48341.0,2020
Recharge & bill payments,2,uttarakhand,1303523584.942265,3755695.0,2020
Peer-to-peer payments,2,uttarakhand,13572964169.690289,3656029.0,2020
Merchant payments,2,uttarakhand,1181497493.0283291,1587042.0,2020
Financial Services,2,uttarakhand,17612288.05771955,15023.0,2020
Others,2,uttarakhand,18590166.382408552,33981.0,2020
Peer-to-peer payments,3,uttarakhand,18377468807.449932,4836512.0,2020
Recharge & bill payments,3,uttarakhand,1509373287.697055,3751993.0,2020
Merchant payments,3,uttarakhand,2166776519.85367,3164623.0,2020
Financial Services,3,uttarakhand,26449980.5841113,20455.0,2020
Others,3,uttarakhand,23442372.421768248,45352.0,2020
Peer-to-peer payments,4,uttarakhand,25748737002.1362,6748183.0,2020
Merchant payments,4,uttarakhand,4274032856.6465273,6629201.0,2020
Recharge & bill payments,4,uttarakhand,1697819950.556479,4140391.0,2020
Financial Services,4,uttarakhand,29791064.76179735,27120.0,2020
Others,4,uttarakhand,42358455.009380005,68376.0,2020
Merchant payments,1,uttarakhand,5283142247.065778,8393767.0,2021
Peer-to-peer payments,1,uttarakhand,29202365442.63442,7981710.0,2021
Recharge & bill payments,1,uttarakhand,1727960484.0302868,4146569.0,2021
Financial Services,1,uttarakhand,38400863.995605044,30208.0,2021
Others,1,uttarakhand,36320362.17233381,56148.0,2021
Peer-to-peer payments,2,uttarakhand,32674145244.39062,9374939.0,2021
Merchant payments,2,uttarakhand,6257528832.057197,9134389.0,2021
Recharge & bill payments,2,uttarakhand,1979824048.8157122,5388285.0,2021
Financial Services,2,uttarakhand,35404991.87467629,31497.0,2021
Others,2,uttarakhand,43914757.70001852,71322.0,2021
Merchant payments,3,uttarakhand,9001414756.070686,13673085.0,2021
Peer-to-peer payments,3,uttarakhand,39256650720.01872,11867174.0,2021
Recharge & bill payments,3,uttarakhand,2182554095.263321,5388011.0,2021
Financial Services,3,uttarakhand,38013969.98341857,27839.0,2021
Others,3,uttarakhand,48863242.2282843,86175.0,2021
Merchant payments,4,uttarakhand,13515464697.76179,19850878.0,2021
Peer-to-peer payments,4,uttarakhand,49969580473.077866,14819203.0,2021
Recharge & bill payments,4,uttarakhand,2540546090.0230794,5536262.0,2021
Financial Services,4,uttarakhand,51212042.38175093,38764.0,2021
Others,4,uttarakhand,71304856.17664191,116173.0,2021
Merchant payments,1,uttarakhand,14585438346.47384,22595602.0,2022
Peer-to-peer payments,1,uttarakhand,53535521438.95823,16201632.0,2022
Recharge & bill payments,1,uttarakhand,2745987927.6831985,5617605.0,2022
Financial Services,1,uttarakhand,49695999.71828518,39033.0,2022
Others,1,uttarakhand,62138787.2410843,106900.0,2022
Merchant payments,2,uttarakhand,19479185362.29696,32087670.0,2022
Peer-to-peer payments,2,uttarakhand,65563901300.310234,19677409.0,2022
Recharge & bill payments,2,uttarakhand,3174160697.856764,6263098.0,2022
Financial Services,2,uttarakhand,37217548.78562989,32284.0,2022
Others,2,uttarakhand,58906116.08464594,106417.0,2022
Merchant payments,3,uttarakhand,20528059274.248493,35069444.0,2022
Peer-to-peer payments,3,uttarakhand,68377272372.60579,22031045.0,2022
Recharge & bill payments,3,uttarakhand,3633710468.801753,6765699.0,2022
Financial Services,3,uttarakhand,44669245.26821817,38061.0,2022
Others,3,uttarakhand,57548577.43879978,92270.0,2022
Merchant payments,4,uttarakhand,26026949674.245083,43185705.0,2022
Peer-to-peer payments,4,uttarakhand,85220041974.58177,27043038.0,2022
Recharge & bill payments,4,uttarakhand,4128624164.7492094,7610775.0,2022
Financial Services,4,uttarakhand,55762460.39159953,44569.0,2022
Others,4,uttarakhand,64668557.391687945,99793.0,2022
Recharge & bill payments,1,west-bengal,964309485.9592384,5773831.0,2018
Peer-to-peer payments,1,west-bengal,8874266825.985771,4383075.0,2018
Financial Services,1,west-bengal,119502271.6694444,665171.0,2018
Merchant payments,1,west-bengal,366788699.6571312,443378.0,2018
Others,1,west-bengal,301111268.8686383,444770.0,2018
Peer-to-peer payments,2,west-bengal,15889890046.862808,8284944.0,2018
Recharge & bill payments,2,west-bengal,1563841173.839662,7360522.0,2018
Financial Services,2,west-bengal,160809685.9388638,1121570.0,2018
Merchant payments,2,west-bengal,715914360.819237,937608.0,2018
Others,2,west-bengal,298728202.7433254,377802.0,2018
Peer-to-peer payments,3,west-bengal,38439798815.23789,41882429.0,2018
Recharge & bill payments,3,west-bengal,1992473341.2750618,7596315.0,2018
Merchant payments,3,west-bengal,979603555.1397108,2252265.0,2018
Financial Services,3,west-bengal,185187032.89650062,1619524.0,2018
Others,3,west-bengal,246871438.6293067,354883.0,2018
Peer-to-peer payments,4,west-bengal,35303180047.061485,17154995.0,2018
Recharge & bill payments,4,west-bengal,2467741143.225801,9425082.0,2018
Merchant payments,4,west-bengal,2294203496.6575313,8633569.0,2018
Financial Services,4,west-bengal,93755616.52283625,734796.0,2018
Others,4,west-bengal,330738908.2367093,565106.0,2018
Peer-to-peer payments,1,west-bengal,44170923881.74428,27374206.0,2019
Recharge & bill payments,1,west-bengal,3021107711.9021683,11659948.0,2019
Merchant payments,1,west-bengal,2645438308.3384776,7636726.0,2019
Financial Services,1,west-bengal,47986448.46936697,525650.0,2019
Others,1,west-bengal,279216273.42548996,429858.0,2019
Peer-to-peer payments,2,west-bengal,48394974398.37831,20285958.0,2019
Merchant payments,2,west-bengal,4657258459.145545,13646142.0,2019
Recharge & bill payments,2,west-bengal,3676123279.380092,12129638.0,2019
Financial Services,2,west-bengal,45646046.98846317,421037.0,2019
Others,2,west-bengal,331688935.22631323,540760.0,2019
Merchant payments,3,west-bengal,8273187167.0788555,30804036.0,2019
Peer-to-peer payments,3,west-bengal,57058405341.48096,21522913.0,2019
Recharge & bill payments,3,west-bengal,4832486821.8885765,13011501.0,2019
Financial Services,3,west-bengal,57054414.83597401,558653.0,2019
Others,3,west-bengal,319398871.5461071,547726.0,2019
Peer-to-peer payments,4,west-bengal,76593333397.8665,67037576.0,2019
Recharge & bill payments,4,west-bengal,4859794689.902503,14511711.0,2019
Merchant payments,4,west-bengal,6477138700.812115,14187744.0,2019
Financial Services,4,west-bengal,77047243.72974005,653648.0,2019
Others,4,west-bengal,196296222.3358758,415159.0,2019
Peer-to-peer payments,1,west-bengal,82770282623.80914,28457404.0,2020
Merchant payments,1,west-bengal,8097859088.519977,19779392.0,2020
Recharge & bill payments,1,west-bengal,5550815439.734788,17448908.0,2020
Financial Services,1,west-bengal,58280893.55150119,210068.0,2020
Others,1,west-bengal,176067145.3227705,354609.0,2020
Peer-to-peer payments,2,west-bengal,84984004330.77179,24855687.0,2020
Recharge & bill payments,2,west-bengal,7496845561.868595,22220012.0,2020
Merchant payments,2,west-bengal,7404190137.6690855,10225729.0,2020
Financial Services,2,west-bengal,89987205.23090403,130595.0,2020
Others,2,west-bengal,124404641.8149572,244774.0,2020
Peer-to-peer payments,3,west-bengal,133120676151.84232,37556349.0,2020
Recharge & bill payments,3,west-bengal,8768630922.970161,22284079.0,2020
Merchant payments,3,west-bengal,14614394375.38955,19599024.0,2020
Financial Services,3,west-bengal,125973420.85650629,151996.0,2020
Others,3,west-bengal,183680984.0825331,363056.0,2020
Peer-to-peer payments,4,west-bengal,166391874596.3048,46437233.0,2020
Merchant payments,4,west-bengal,22241302940.832962,30077510.0,2020
Recharge & bill payments,4,west-bengal,10074605883.201231,23158305.0,2020
Financial Services,4,west-bengal,164241191.7401362,178455.0,2020
Others,4,west-bengal,293466753.56894124,489142.0,2020
Peer-to-peer payments,1,west-bengal,202240249482.85382,53869075.0,2021
Merchant payments,1,west-bengal,28918343691.01849,37143701.0,2021
Recharge & bill payments,1,west-bengal,11339665944.69124,26673733.0,2021
Financial Services,1,west-bengal,175445811.8844433,166727.0,2021
Others,1,west-bengal,263502545.0738997,400816.0,2021
Peer-to-peer payments,2,west-bengal,230812278789.29962,64661051.0,2021
Merchant payments,2,west-bengal,34787867208.31932,41696787.0,2021
Recharge & bill payments,2,west-bengal,13331453857.609211,34799709.0,2021
Financial Services,2,west-bengal,186466487.6307634,190537.0,2021
Others,2,west-bengal,316744715.7049847,549353.0,2021
Peer-to-peer payments,3,west-bengal,294799731350.5536,84353949.0,2021
Merchant payments,3,west-bengal,50971169851.15668,58800005.0,2021
Recharge & bill payments,3,west-bengal,16045754099.005053,37556310.0,2021
Financial Services,3,west-bengal,213411736.37376118,189087.0,2021
Others,3,west-bengal,426999219.42323273,813637.0,2021
Peer-to-peer payments,4,west-bengal,372240891205.5542,105728377.0,2021
Merchant payments,4,west-bengal,71231577538.7114,80248673.0,2021
Recharge & bill payments,4,west-bengal,17813903244.6638,37801439.0,2021
Financial Services,4,west-bengal,270791056.67414296,252535.0,2021
Others,4,west-bengal,660874216.4934741,998536.0,2021
Peer-to-peer payments,1,west-bengal,446343740437.97784,124787028.0,2022
Merchant payments,1,west-bengal,85854730616.41322,97315025.0,2022
Recharge & bill payments,1,west-bengal,18435424277.7259,37317865.0,2022
Financial Services,1,west-bengal,261096608.8056059,239530.0,2022
Others,1,west-bengal,531671268.6395414,845644.0,2022
Peer-to-peer payments,2,west-bengal,520190680811.7997,145395450.0,2022
Merchant payments,2,west-bengal,107049019781.85818,126682135.0,2022
Recharge & bill payments,2,west-bengal,20697301165.418552,42712193.0,2022
Financial Services,2,west-bengal,199770753.2306173,191724.0,2022
Others,2,west-bengal,438407071.938344,760639.0,2022
Peer-to-peer payments,3,west-bengal,556258142870.3699,163523844.0,2022
Merchant payments,3,west-bengal,123577123532.40579,145181044.0,2022
Recharge & bill payments,3,west-bengal,24221425246.931328,47208496.0,2022
Financial Services,3,west-bengal,241288774.2323074,238746.0,2022
